Mês,Data,ID_Transacao,Produto,Categoria,Regiao,Quantidade,Preco_Unitario,Receita_Total
Dezembro,2025-12-17,TRANS_20251217_0192,Webcam,Eletronicos,Norte,1,858.23,858.23
Dezembro,2025-12-22,TRANS_20251222_0193,Monitor,Perifericos,Nordeste,1,316.87,316.87
Dezembro,2025-12-19,TRANS_20251219_0194,Teclado,Perifericos,Norte,4,896.41,3585.64
Dezembro,2025-12-10,TRANS_20251210_0195,Laptop,Eletronicos,Sudeste,2,225.26,450.52
Dezembro,2025-12-04,TRANS_20251204_0196,Fone de Ouvido,Acessorios,Centro-Oeste,2,875.1,1750.2
Dezembro,2025-12-12,TRANS_20251212_0197,Fone de Ouvido,Acessorios,Centro-Oeste,3,298.64,895.92
Dezembro,2025-12-27,TRANS_20251227_0198,Impressora,Perifericos,Norte,3,238.5,715.5
Dezembro,2025-12-02,TRANS_20251202_0199,Fone de Ouvido,Eletronicos,Sudeste,4,1240.88,4963.52
Dezembro,2025-12-19,TRANS_20251219_0200,Webcam,Acessorios,Sul,4,676.25,2705.0
Fevereiro,2025-02-09,TRANS_20250209_0001,Teclado,Eletronicos,Sul,4,1355.93,5423.72
Fevereiro,2025-02-28,TRANS_20250228_0002,Webcam,Perifericos,Norte,4,529.92,2119.68
Fevereiro,2025-02-02,TRANS_20250202_0003,Mouse,Perifericos,Norte,4,1189.72,4758.88
Fevereiro,2025-02-21,TRANS_20250221_0004,Webcam,Eletronicos,Nordeste,3,1494.37,4483.11
Fevereiro,2025-02-04,TRANS_20250204_0005,Mouse,Eletronicos,Sudeste,4,297.31,1189.24
Fevereiro,2025-02-18,TRANS_20250218_0006,Mouse,Acessorios,Sul,4,1129.26,4517.04
Fevereiro,2025-02-17,TRANS_20250217_0007,Mouse,Perifericos,Nordeste,2,460.84,921.68
Fevereiro,2025-02-12,TRANS_20250212_0008,Monitor,Acessorios,Sul,4,482.0,1928.0
Fevereiro,2025-02-01,TRANS_20250201_0009,Fone de Ouvido,Perifericos,Nordeste,3,230.36,691.08
Fevereiro,2025-02-23,TRANS_20250223_0010,Monitor,Perifericos,Sul,3,612.8,1838.4
Fevereiro,2025-02-19,TRANS_20250219_0011,Teclado,Perifericos,Sul,1,711.52,711.52
Fevereiro,2025-02-25,TRANS_20250225_0012,Teclado,Acessorios,Sudeste,1,346.77,346.77
Fevereiro,2025-02-05,TRANS_20250205_0013,Roteador,Acessorios,Norte,2,1352.88,2705.76
Fevereiro,2025-02-02,TRANS_20250202_0014,Webcam,Acessorios,Sul,1,1087.94,1087.94
Fevereiro,2025-02-05,TRANS_20250205_0015,Teclado,Acessorios,Centro-Oeste,3,364.12,1092.36
Fevereiro,2025-02-16,TRANS_20250216_0016,Mouse,Perifericos,Sul,4,1436.71,5746.84
Fevereiro,2025-02-28,TRANS_20250228_0017,Fone de Ouvido,Acessorios,Sul,1,890.09,890.09
Fevereiro,2025-02-05,TRANS_20250205_0018,Laptop,Perifericos,Nordeste,4,397.21,1588.84
Fevereiro,2025-02-25,TRANS_20250225_0019,Impressora,Eletronicos,Nordeste,1,978.27,978.27
Fevereiro,2025-02-07,TRANS_20250207_0020,Fone de Ouvido,Eletronicos,Norte,3,1390.93,4172.79
Fevereiro,2025-02-20,TRANS_20250220_0021,Webcam,Eletronicos,Sudeste,1,892.33,892.33
Fevereiro,2025-02-12,TRANS_20250212_0022,Webcam,Acessorios,Sudeste,4,1478.32,5913.28
Fevereiro,2025-02-04,TRANS_20250204_0023,Impressora,Acessorios,Sul,1,500.86,500.86
Fevereiro,2025-02-14,TRANS_20250214_0024,Mouse,Acessorios,Sudeste,2,309.55,619.1
Fevereiro,2025-02-18,TRANS_20250218_0025,Mouse,Eletronicos,Norte,4,1493.46,5973.84
Fevereiro,2025-02-07,TRANS_20250207_0026,Fone de Ouvido,Acessorios,Sul,4,189.81,759.24
Fevereiro,2025-02-08,TRANS_20250208_0027,Mouse,Eletronicos,Sudeste,1,1412.25,1412.25
Fevereiro,2025-02-04,TRANS_20250204_0028,Webcam,Acessorios,Sul,3,167.58,502.74
Fevereiro,2025-02-23,TRANS_20250223_0029,Monitor,Perifericos,Nordeste,4,1112.45,4449.8
Fevereiro,2025-02-04,TRANS_20250204_0030,Mouse,Eletronicos,Norte,4,505.01,2020.04
Fevereiro,2025-02-21,TRANS_20250221_0031,Mouse,Perifericos,Centro-Oeste,4,1322.94,5291.76
Fevereiro,2025-02-26,TRANS_20250226_0032,Laptop,Eletronicos,Sul,3,1217.79,3653.37
Fevereiro,2025-02-18,TRANS_20250218_0033,Impressora,Eletronicos,Norte,2,279.95,559.9
Fevereiro,2025-02-20,TRANS_20250220_0034,Mouse,Perifericos,Norte,3,1186.68,3560.04
Fevereiro,2025-02-19,TRANS_20250219_0035,Fone de Ouvido,Eletronicos,Centro-Oeste,4,383.68,1534.72
Fevereiro,2025-02-19,TRANS_20250219_0036,Fone de Ouvido,Perifericos,Sul,4,1436.37,5745.48
Fevereiro,2025-02-26,TRANS_20250226_0037,Teclado,Eletronicos,Sul,1,254.14,254.14
Fevereiro,2025-02-18,TRANS_20250218_0038,Teclado,Perifericos,Nordeste,4,908.88,3635.52
Fevereiro,2025-02-28,TRANS_20250228_0039,Monitor,Eletronicos,Sudeste,2,418.28,836.56
Fevereiro,2025-02-05,TRANS_20250205_0040,Teclado,Perifericos,Nordeste,3,181.93,545.79
Fevereiro,2025-02-27,TRANS_20250227_0041,Webcam,Perifericos,Sudeste,1,832.9,832.9
Fevereiro,2025-02-12,TRANS_20250212_0042,Monitor,Eletronicos,Sudeste,3,870.55,2611.65
Fevereiro,2025-02-13,TRANS_20250213_0043,Impressora,Perifericos,Nordeste,4,991.21,3964.84
Fevereiro,2025-02-20,TRANS_20250220_0044,Laptop,Perifericos,Nordeste,2,1247.2,2494.4
Fevereiro,2025-02-09,TRANS_20250209_0045,Teclado,Perifericos,Sudeste,1,334.24,334.24
Fevereiro,2025-02-19,TRANS_20250219_0046,Webcam,Eletronicos,Centro-Oeste,3,1480.5,4441.5
Fevereiro,2025-02-03,TRANS_20250203_0047,Teclado,Acessorios,Centro-Oeste,4,1342.28,5369.12
Fevereiro,2025-02-18,TRANS_20250218_0048,Mouse,Acessorios,Sul,1,409.84,409.84
Fevereiro,2025-02-21,TRANS_20250221_0049,Webcam,Eletronicos,Nordeste,4,1448.21,5792.84
Fevereiro,2025-02-04,TRANS_20250204_0050,Monitor,Acessorios,Sudeste,2,802.7,1605.4
Fevereiro,2025-02-21,TRANS_20250221_0051,Webcam,Acessorios,Norte,2,304.37,608.74
Fevereiro,2025-02-18,TRANS_20250218_0052,Roteador,Perifericos,Nordeste,3,1003.2,3009.6
Fevereiro,2025-02-23,TRANS_20250223_0053,Mouse,Acessorios,Centro-Oeste,4,476.98,1907.92
Fevereiro,2025-02-18,TRANS_20250218_0054,Teclado,Eletronicos,Centro-Oeste,1,1452.4,1452.4
Fevereiro,2025-02-25,TRANS_20250225_0055,Webcam,Acessorios,Sul,3,1267.99,3803.97
Fevereiro,2025-02-17,TRANS_20250217_0056,Fone de Ouvido,Eletronicos,Centro-Oeste,3,138.83,416.49
Fevereiro,2025-02-26,TRANS_20250226_0057,Mouse,Acessorios,Sudeste,1,875.35,875.35
Fevereiro,2025-02-27,TRANS_20250227_0058,Teclado,Acessorios,Centro-Oeste,1,723.62,723.62
Fevereiro,2025-02-02,TRANS_20250202_0059,Teclado,Acessorios,Norte,2,932.65,1865.3
Fevereiro,2025-02-23,TRANS_20250223_0060,Teclado,Eletronicos,Sudeste,2,1403.86,2807.72
Fevereiro,2025-02-09,TRANS_20250209_0061,Impressora,Perifericos,Sudeste,4,1128.34,4513.36
Fevereiro,2025-02-24,TRANS_20250224_0062,Webcam,Acessorios,Nordeste,1,634.16,634.16
Fevereiro,2025-02-20,TRANS_20250220_0063,Teclado,Eletronicos,Sudeste,4,941.77,3767.08
Fevereiro,2025-02-01,TRANS_20250201_0064,Monitor,Perifericos,Norte,4,966.13,3864.52
Fevereiro,2025-02-19,TRANS_20250219_0065,Roteador,Eletronicos,Sudeste,1,758.2,758.2
Fevereiro,2025-02-23,TRANS_20250223_0066,Roteador,Perifericos,Norte,4,507.65,2030.6
Fevereiro,2025-02-20,TRANS_20250220_0067,Mouse,Perifericos,Sul,2,1039.78,2079.56
Fevereiro,2025-02-01,TRANS_20250201_0068,Impressora,Acessorios,Norte,3,569.38,1708.14
Fevereiro,2025-02-03,TRANS_20250203_0069,Monitor,Acessorios,Sul,4,240.99,963.96
Fevereiro,2025-02-19,TRANS_20250219_0070,Webcam,Acessorios,Sudeste,2,1380.18,2760.36
Fevereiro,2025-02-25,TRANS_20250225_0071,Webcam,Acessorios,Sul,4,1057.33,4229.32
Fevereiro,2025-02-13,TRANS_20250213_0072,Teclado,Acessorios,Sudeste,2,513.02,1026.04
Fevereiro,2025-02-12,TRANS_20250212_0073,Fone de Ouvido,Acessorios,Norte,4,1315.39,5261.56
Fevereiro,2025-02-21,TRANS_20250221_0074,Laptop,Eletronicos,Sul,2,746.39,1492.78
Fevereiro,2025-02-22,TRANS_20250222_0075,Fone de Ouvido,Eletronicos,Sudeste,2,1334.72,2669.44
Fevereiro,2025-02-20,TRANS_20250220_0076,Roteador,Perifericos,Sul,1,683.42,683.42
Fevereiro,2025-02-19,TRANS_20250219_0077,Monitor,Perifericos,Centro-Oeste,3,243.1,729.3
Fevereiro,2025-02-16,TRANS_20250216_0078,Monitor,Perifericos,Centro-Oeste,4,999.95,3999.8
Fevereiro,2025-02-09,TRANS_20250209_0079,Fone de Ouvido,Acessorios,Norte,4,1417.05,5668.2
Fevereiro,2025-02-12,TRANS_20250212_0080,Fone de Ouvido,Eletronicos,Sudeste,4,1326.72,5306.88
Fevereiro,2025-02-13,TRANS_20250213_0081,Teclado,Acessorios,Sul,1,1213.2,1213.2
Fevereiro,2025-02-03,TRANS_20250203_0082,Fone de Ouvido,Perifericos,Centro-Oeste,1,635.71,635.71
Fevereiro,2025-02-13,TRANS_20250213_0083,Impressora,Eletronicos,Sudeste,3,973.81,2921.43
Fevereiro,2025-02-07,TRANS_20250207_0084,Fone de Ouvido,Acessorios,Norte,2,1223.72,2447.44
Fevereiro,2025-02-22,TRANS_20250222_0085,Laptop,Perifericos,Sudeste,3,814.09,2442.27
Fevereiro,2025-02-12,TRANS_20250212_0086,Monitor,Perifericos,Norte,1,166.4,166.4
Fevereiro,2025-02-21,TRANS_20250221_0087,Impressora,Acessorios,Sudeste,2,1317.01,2634.02
Fevereiro,2025-02-22,TRANS_20250222_0088,Monitor,Perifericos,Nordeste,1,1363.22,1363.22
Fevereiro,2025-02-05,TRANS_20250205_0089,Teclado,Perifericos,Sudeste,1,1374.03,1374.03
Fevereiro,2025-02-13,TRANS_20250213_0090,Fone de Ouvido,Eletronicos,Norte,2,169.96,339.92
Fevereiro,2025-02-05,TRANS_20250205_0091,Teclado,Perifericos,Sul,4,845.99,3383.96
Fevereiro,2025-02-15,TRANS_20250215_0092,Webcam,Eletronicos,Sul,2,842.76,1685.52
Fevereiro,2025-02-11,TRANS_20250211_0093,Impressora,Perifericos,Sul,1,1493.82,1493.82
Fevereiro,2025-02-18,TRANS_20250218_0094,Roteador,Perifericos,Norte,3,927.04,2781.12
Fevereiro,2025-02-10,TRANS_20250210_0095,Laptop,Acessorios,Sul,2,774.29,1548.58
Fevereiro,2025-02-12,TRANS_20250212_0096,Impressora,Acessorios,Sul,2,181.4,362.8
Fevereiro,2025-02-20,TRANS_20250220_0097,Laptop,Acessorios,Norte,4,1040.77,4163.08
Fevereiro,2025-02-27,TRANS_20250227_0098,Roteador,Eletronicos,Sul,3,692.32,2076.96
Fevereiro,2025-02-25,TRANS_20250225_0099,Teclado,Perifericos,Norte,3,1138.89,3416.67
Fevereiro,2025-02-14,TRANS_20250214_0100,Monitor,Eletronicos,Centro-Oeste,2,200.51,401.02
Fevereiro,2025-02-12,TRANS_20250212_0101,Monitor,Eletronicos,Sul,1,1347.68,1347.68
Fevereiro,2025-02-28,TRANS_20250228_0102,Monitor,Acessorios,Norte,1,1484.82,1484.82
Fevereiro,2025-02-23,TRANS_20250223_0103,Roteador,Eletronicos,Norte,2,1169.52,2339.04
Fevereiro,2025-02-18,TRANS_20250218_0104,Laptop,Eletronicos,Sudeste,1,343.93,343.93
Fevereiro,2025-02-06,TRANS_20250206_0105,Laptop,Eletronicos,Norte,2,997.92,1995.84
Fevereiro,2025-02-18,TRANS_20250218_0106,Laptop,Acessorios,Sudeste,4,226.03,904.12
Fevereiro,2025-02-20,TRANS_20250220_0107,Roteador,Acessorios,Centro-Oeste,1,622.55,622.55
Fevereiro,2025-02-06,TRANS_20250206_0108,Teclado,Eletronicos,Centro-Oeste,2,505.38,1010.76
Fevereiro,2025-02-05,TRANS_20250205_0109,Teclado,Eletronicos,Centro-Oeste,4,97.51,390.04
Fevereiro,2025-02-10,TRANS_20250210_0110,Teclado,Acessorios,Centro-Oeste,2,159.44,318.88
Fevereiro,2025-02-04,TRANS_20250204_0111,Roteador,Acessorios,Sudeste,3,1366.96,4100.88
Fevereiro,2025-02-11,TRANS_20250211_0112,Mouse,Acessorios,Sudeste,4,1419.57,5678.28
Fevereiro,2025-02-15,TRANS_20250215_0113,Impressora,Acessorios,Nordeste,4,1029.69,4118.76
Fevereiro,2025-02-02,TRANS_20250202_0114,Teclado,Perifericos,Nordeste,2,1318.79,2637.58
Fevereiro,2025-02-09,TRANS_20250209_0115,Roteador,Perifericos,Centro-Oeste,2,62.81,125.62
Fevereiro,2025-02-05,TRANS_20250205_0116,Monitor,Perifericos,Nordeste,3,1234.52,3703.56
Fevereiro,2025-02-27,TRANS_20250227_0117,Webcam,Acessorios,Sul,3,1254.01,3762.03
Fevereiro,2025-02-24,TRANS_20250224_0118,Webcam,Perifericos,Sul,2,397.14,794.28
Fevereiro,2025-02-14,TRANS_20250214_0119,Teclado,Eletronicos,Norte,1,1061.23,1061.23
Fevereiro,2025-02-23,TRANS_20250223_0120,Laptop,Eletronicos,Sul,4,305.95,1223.8
Fevereiro,2025-02-24,TRANS_20250224_0121,Monitor,Eletronicos,Nordeste,4,356.88,1427.52
Fevereiro,2025-02-10,TRANS_20250210_0122,Fone de Ouvido,Perifericos,Nordeste,4,1462.8,5851.2
Fevereiro,2025-02-06,TRANS_20250206_0123,Roteador,Eletronicos,Nordeste,3,761.89,2285.67
Fevereiro,2025-02-23,TRANS_20250223_0124,Webcam,Acessorios,Sul,3,952.28,2856.84
Fevereiro,2025-02-15,TRANS_20250215_0125,Teclado,Acessorios,Norte,1,1265.23,1265.23
Fevereiro,2025-02-03,TRANS_20250203_0126,Monitor,Acessorios,Norte,3,626.96,1880.88
Fevereiro,2025-02-16,TRANS_20250216_0127,Monitor,Eletronicos,Centro-Oeste,2,1372.93,2745.86
Fevereiro,2025-02-05,TRANS_20250205_0128,Teclado,Eletronicos,Norte,2,1263.44,2526.88
Fevereiro,2025-02-10,TRANS_20250210_0129,Monitor,Acessorios,Norte,2,715.4,1430.8
Fevereiro,2025-02-03,TRANS_20250203_0130,Webcam,Eletronicos,Sul,1,761.13,761.13
Fevereiro,2025-02-03,TRANS_20250203_0131,Teclado,Eletronicos,Nordeste,1,1114.84,1114.84
Fevereiro,2025-02-07,TRANS_20250207_0132,Mouse,Perifericos,Nordeste,2,1315.76,2631.52
Fevereiro,2025-02-02,TRANS_20250202_0133,Webcam,Acessorios,Centro-Oeste,3,452.45,1357.35
Fevereiro,2025-02-18,TRANS_20250218_0134,Teclado,Acessorios,Sul,4,1356.52,5426.08
Fevereiro,2025-02-12,TRANS_20250212_0135,Mouse,Acessorios,Centro-Oeste,3,276.57,829.71
Fevereiro,2025-02-03,TRANS_20250203_0136,Roteador,Perifericos,Centro-Oeste,3,406.94,1220.82
Fevereiro,2025-02-22,TRANS_20250222_0137,Impressora,Perifericos,Sudeste,4,733.47,2933.88
Fevereiro,2025-02-01,TRANS_20250201_0138,Fone de Ouvido,Eletronicos,Nordeste,1,832.71,832.71
Fevereiro,2025-02-12,TRANS_20250212_0139,Impressora,Acessorios,Norte,1,1313.06,1313.06
Fevereiro,2025-02-05,TRANS_20250205_0140,Mouse,Eletronicos,Centro-Oeste,1,347.48,347.48
Fevereiro,2025-02-03,TRANS_20250203_0141,Webcam,Acessorios,Centro-Oeste,1,1280.93,1280.93
Fevereiro,2025-02-26,TRANS_20250226_0142,Roteador,Perifericos,Centro-Oeste,3,920.16,2760.48
Fevereiro,2025-02-12,TRANS_20250212_0143,Laptop,Perifericos,Sudeste,3,1426.45,4279.35
Fevereiro,2025-02-17,TRANS_20250217_0144,Roteador,Acessorios,Nordeste,2,208.26,416.52
Fevereiro,2025-02-10,TRANS_20250210_0145,Teclado,Eletronicos,Sul,4,896.97,3587.88
Fevereiro,2025-02-26,TRANS_20250226_0146,Laptop,Eletronicos,Norte,1,129.04,129.04
Fevereiro,2025-02-20,TRANS_20250220_0147,Monitor,Perifericos,Nordeste,2,197.88,395.76
Fevereiro,2025-02-20,TRANS_20250220_0148,Teclado,Acessorios,Sul,1,439.16,439.16
Fevereiro,2025-02-03,TRANS_20250203_0149,Mouse,Eletronicos,Sul,1,642.28,642.28
Fevereiro,2025-02-01,TRANS_20250201_0150,Laptop,Acessorios,Centro-Oeste,3,1111.34,3334.02
Fevereiro,2025-02-05,TRANS_20250205_0151,Mouse,Acessorios,Nordeste,2,130.05,260.1
Fevereiro,2025-02-11,TRANS_20250211_0152,Laptop,Eletronicos,Norte,2,236.74,473.48
Fevereiro,2025-02-08,TRANS_20250208_0153,Roteador,Acessorios,Sul,4,203.07,812.28
Fevereiro,2025-02-12,TRANS_20250212_0154,Webcam,Eletronicos,Norte,2,1040.92,2081.84
Fevereiro,2025-02-27,TRANS_20250227_0155,Fone de Ouvido,Eletronicos,Nordeste,1,1185.46,1185.46
Fevereiro,2025-02-16,TRANS_20250216_0156,Roteador,Perifericos,Nordeste,1,373.3,373.3
Fevereiro,2025-02-26,TRANS_20250226_0157,Impressora,Perifericos,Sudeste,2,674.91,1349.82
Fevereiro,2025-02-12,TRANS_20250212_0158,Mouse,Perifericos,Norte,1,1303.64,1303.64
Fevereiro,2025-02-05,TRANS_20250205_0159,Roteador,Eletronicos,Sul,2,758.87,1517.74
Fevereiro,2025-02-16,TRANS_20250216_0160,Impressora,Eletronicos,Sudeste,4,773.57,3094.28
Fevereiro,2025-02-06,TRANS_20250206_0161,Impressora,Acessorios,Norte,2,704.77,1409.54
Fevereiro,2025-02-03,TRANS_20250203_0162,Fone de Ouvido,Eletronicos,Sudeste,1,433.91,433.91
Fevereiro,2025-02-27,TRANS_20250227_0163,Webcam,Acessorios,Norte,2,1464.3,2928.6
Fevereiro,2025-02-28,TRANS_20250228_0164,Fone de Ouvido,Perifericos,Norte,3,491.99,1475.97
Fevereiro,2025-02-04,TRANS_20250204_0165,Webcam,Perifericos,Sul,2,1442.79,2885.58
Fevereiro,2025-02-23,TRANS_20250223_0166,Teclado,Eletronicos,Nordeste,2,1125.61,2251.22
Fevereiro,2025-02-03,TRANS_20250203_0167,Roteador,Eletronicos,Centro-Oeste,2,258.16,516.32
Fevereiro,2025-02-25,TRANS_20250225_0168,Webcam,Acessorios,Norte,4,1388.68,5554.72
Fevereiro,2025-02-02,TRANS_20250202_0169,Impressora,Eletronicos,Sul,3,1078.85,3236.55
Fevereiro,2025-02-09,TRANS_20250209_0170,Webcam,Perifericos,Norte,3,1144.3,3432.9
Fevereiro,2025-02-13,TRANS_20250213_0171,Webcam,Eletronicos,Norte,2,1414.35,2828.7
Fevereiro,2025-02-09,TRANS_20250209_0172,Teclado,Perifericos,Norte,4,775.43,3101.72
Fevereiro,2025-02-07,TRANS_20250207_0173,Teclado,Acessorios,Centro-Oeste,4,875.84,3503.36
Fevereiro,2025-02-22,TRANS_20250222_0174,Mouse,Eletronicos,Sul,2,175.51,351.02
Fevereiro,2025-02-25,TRANS_20250225_0175,Roteador,Acessorios,Nordeste,2,395.36,790.72
Fevereiro,2025-02-13,TRANS_20250213_0176,Impressora,Acessorios,Sudeste,2,216.03,432.06
Fevereiro,2025-02-28,TRANS_20250228_0177,Impressora,Acessorios,Sul,2,212.93,425.86
Fevereiro,2025-02-01,TRANS_20250201_0178,Roteador,Eletronicos,Norte,1,1085.89,1085.89
Fevereiro,2025-02-03,TRANS_20250203_0179,Teclado,Acessorios,Sul,2,1278.39,2556.78
Fevereiro,2025-02-20,TRANS_20250220_0180,Webcam,Acessorios,Centro-Oeste,3,1332.07,3996.21
Fevereiro,2025-02-02,TRANS_20250202_0181,Monitor,Acessorios,Sul,2,725.69,1451.38
Fevereiro,2025-02-04,TRANS_20250204_0182,Mouse,Acessorios,Norte,1,448.32,448.32
Fevereiro,2025-02-02,TRANS_20250202_0183,Roteador,Perifericos,Sul,2,544.43,1088.86
Fevereiro,2025-02-26,TRANS_20250226_0184,Teclado,Eletronicos,Sudeste,1,618.95,618.95
Fevereiro,2025-02-23,TRANS_20250223_0185,Mouse,Acessorios,Norte,3,312.59,937.77
Fevereiro,2025-02-14,TRANS_20250214_0186,Teclado,Eletronicos,Sudeste,1,1128.71,1128.71
Fevereiro,2025-02-26,TRANS_20250226_0187,Mouse,Perifericos,Norte,2,159.42,318.84
Fevereiro,2025-02-06,TRANS_20250206_0188,Teclado,Perifericos,Nordeste,1,1213.82,1213.82
Fevereiro,2025-02-09,TRANS_20250209_0189,Mouse,Eletronicos,Sudeste,1,1149.54,1149.54
Fevereiro,2025-02-23,TRANS_20250223_0190,Mouse,Acessorios,Nordeste,2,1430.95,2861.9
Fevereiro,2025-02-22,TRANS_20250222_0191,Fone de Ouvido,Perifericos,Nordeste,2,920.85,1841.7
Fevereiro,2025-02-16,TRANS_20250216_0192,Laptop,Acessorios,Centro-Oeste,3,499.59,1498.77
Fevereiro,2025-02-28,TRANS_20250228_0193,Webcam,Acessorios,Centro-Oeste,4,339.96,1359.84
Fevereiro,2025-02-23,TRANS_20250223_0194,Mouse,Perifericos,Centro-Oeste,4,425.15,1700.6
Fevereiro,2025-02-06,TRANS_20250206_0195,Mouse,Eletronicos,Nordeste,2,262.88,525.76
Fevereiro,2025-02-08,TRANS_20250208_0196,Teclado,Eletronicos,Norte,1,847.92,847.92
Fevereiro,2025-02-09,TRANS_20250209_0197,Mouse,Acessorios,Sul,3,314.42,943.26
Fevereiro,2025-02-16,TRANS_20250216_0198,Monitor,Eletronicos,Sul,3,573.17,1719.51
Fevereiro,2025-02-06,TRANS_20250206_0199,Impressora,Acessorios,Sul,1,1366.53,1366.53
Fevereiro,2025-02-01,TRANS_20250201_0200,Webcam,Perifericos,Sudeste,3,781.76,2345.28
Janeiro,2025-01-22,TRANS_20250122_0001,Fone de Ouvido,Perifericos,Norte,3,868.79,2606.37
Janeiro,2025-01-08,TRANS_20250108_0002,Mouse,Acessorios,Centro-Oeste,4,82.91,331.64
Janeiro,2025-01-25,TRANS_20250125_0003,Laptop,Eletronicos,Norte,4,815.98,3263.92
Janeiro,2025-01-07,TRANS_20250107_0004,Impressora,Eletronicos,Centro-Oeste,1,880.53,880.53
Janeiro,2025-01-24,TRANS_20250124_0005,Roteador,Eletronicos,Norte,1,1198.94,1198.94
Janeiro,2025-01-16,TRANS_20250116_0006,Teclado,Eletronicos,Sudeste,3,70.42,211.26
Janeiro,2025-01-18,TRANS_20250118_0007,Laptop,Acessorios,Centro-Oeste,1,350.7,350.7
Janeiro,2025-01-23,TRANS_20250123_0008,Roteador,Eletronicos,Sul,1,323.6,323.6
Janeiro,2025-01-27,TRANS_20250127_0009,Mouse,Perifericos,Norte,4,1122.89,4491.56
Janeiro,2025-01-06,TRANS_20250106_0010,Impressora,Acessorios,Nordeste,3,1433.8,4301.4
Janeiro,2025-01-07,TRANS_20250107_0011,Roteador,Eletronicos,Norte,1,1038.02,1038.02
Janeiro,2025-01-24,TRANS_20250124_0012,Mouse,Eletronicos,Centro-Oeste,1,375.58,375.58
Janeiro,2025-01-07,TRANS_20250107_0013,Monitor,Perifericos,Nordeste,3,504.24,1512.72
Janeiro,2025-01-16,TRANS_20250116_0014,Laptop,Acessorios,Nordeste,4,854.41,3417.64
Janeiro,2025-01-13,TRANS_20250113_0015,Laptop,Acessorios,Nordeste,1,584.31,584.31
Janeiro,2025-01-24,TRANS_20250124_0016,Roteador,Perifericos,Centro-Oeste,1,1065.84,1065.84
Janeiro,2025-01-24,TRANS_20250124_0017,Fone de Ouvido,Acessorios,Sul,2,335.22,670.44
Janeiro,2025-01-15,TRANS_20250115_0018,Webcam,Eletronicos,Nordeste,3,714.28,2142.84
Janeiro,2025-01-27,TRANS_20250127_0019,Monitor,Perifericos,Sul,4,82.58,330.32
Janeiro,2025-01-04,TRANS_20250104_0020,Roteador,Acessorios,Sul,2,147.22,294.44
Janeiro,2025-01-16,TRANS_20250116_0021,Fone de Ouvido,Acessorios,Norte,4,1496.53,5986.12
Janeiro,2025-01-13,TRANS_20250113_0022,Roteador,Eletronicos,Centro-Oeste,3,492.77,1478.31
Janeiro,2025-01-28,TRANS_20250128_0023,Monitor,Perifericos,Norte,4,770.31,3081.24
Janeiro,2025-01-27,TRANS_20250127_0024,Impressora,Acessorios,Nordeste,2,1483.84,2967.68
Janeiro,2025-01-03,TRANS_20250103_0025,Impressora,Acessorios,Centro-Oeste,4,1079.98,4319.92
Janeiro,2025-01-25,TRANS_20250125_0026,Webcam,Acessorios,Sudeste,1,1203.99,1203.99
Janeiro,2025-01-14,TRANS_20250114_0027,Webcam,Perifericos,Sul,2,617.97,1235.94
Janeiro,2025-01-08,TRANS_20250108_0028,Impressora,Perifericos,Norte,4,1323.35,5293.4
Janeiro,2025-01-15,TRANS_20250115_0029,Roteador,Perifericos,Sul,4,63.78,255.12
Janeiro,2025-01-14,TRANS_20250114_0030,Roteador,Perifericos,Nordeste,4,155.87,623.48
Janeiro,2025-01-22,TRANS_20250122_0031,Mouse,Perifericos,Sul,1,1247.8,1247.8
Janeiro,2025-01-06,TRANS_20250106_0032,Roteador,Eletronicos,Norte,1,595.67,595.67
Janeiro,2025-01-10,TRANS_20250110_0033,Impressora,Perifericos,Norte,3,698.26,2094.78
Janeiro,2025-01-12,TRANS_20250112_0034,Impressora,Acessorios,Centro-Oeste,3,645.8,1937.4
Janeiro,2025-01-22,TRANS_20250122_0035,Fone de Ouvido,Eletronicos,Norte,2,754.64,1509.28
Janeiro,2025-01-09,TRANS_20250109_0036,Impressora,Eletronicos,Centro-Oeste,4,590.88,2363.52
Janeiro,2025-01-07,TRANS_20250107_0037,Mouse,Perifericos,Nordeste,2,1058.5,2117.0
Janeiro,2025-01-10,TRANS_20250110_0038,Impressora,Acessorios,Centro-Oeste,4,488.57,1954.28
Janeiro,2025-01-07,TRANS_20250107_0039,Mouse,Acessorios,Centro-Oeste,3,998.48,2995.44
Janeiro,2025-01-24,TRANS_20250124_0040,Teclado,Perifericos,Norte,4,395.69,1582.76
Janeiro,2025-01-12,TRANS_20250112_0041,Fone de Ouvido,Acessorios,Nordeste,1,118.26,118.26
Janeiro,2025-01-18,TRANS_20250118_0042,Laptop,Acessorios,Sudeste,2,354.62,709.24
Janeiro,2025-01-19,TRANS_20250119_0043,Impressora,Acessorios,Norte,3,65.46,196.38
Janeiro,2025-01-28,TRANS_20250128_0044,Roteador,Eletronicos,Sul,3,592.42,1777.26
Janeiro,2025-01-19,TRANS_20250119_0045,Monitor,Acessorios,Norte,4,1313.48,5253.92
Janeiro,2025-01-09,TRANS_20250109_0046,Fone de Ouvido,Eletronicos,Sudeste,4,990.71,3962.84
Janeiro,2025-01-09,TRANS_20250109_0047,Impressora,Acessorios,Norte,2,1017.55,2035.1
